Rank(P),Point,Rank(C),Cristal,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,S16 Od,S17 Od,S18 Od,S19 Od,S20 Od,이전 아이디,비고,여단,SRP,SRC
241,15,313,"16,500",에이신 플래시,성검,128,64,128,256,16,128,실1,-,-,-,-,-,-,-,-,-,-,-,-,-,69,54,101,183,11,110,-,-,-,-,-,-,-,,,,,,,,"닉시, 키타산 블랙, 나리타 브라이언, 미호노 부르봉, 메지로 아르당",,,10,12
278,13,313,"16,500",도레미곰,카먼,256,원더,256,256,128,64,원더,16,원더,-,-,-,-,-,-,-,-,-,-,-,210,-,211,248,109,59,-,10,-,-,-,-,-,,,,,,,,모구리,,,42,51
319,11,313,"16,500",난닝9박,빛의후예,골3,골2,원더,원더,원더,256,256,64,32,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,242,203,43,22,159,168,-,-,,,,,,,,,,,4,4
364,9,313,"16,500",루크레치아,카먼,원더,128,256,원더,원더,128,256,256,256,256,골3,-,-,-,-,-,-,-,-,-,-,119,182,-,-,81,232,202,158,144,-,-,-,,,,,,,,"까칠한슈야, 까칠한승아, 루크레치아",,,62,51
319,11,318,"16,000",Jordan,카먼,-,-,-,-,-,실3,골3,골3,골3,골2,골1,원더,원더,128,128,256,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,128,,,,,,,,명예,50,53
364,9,318,"16,000",ㅇㅂㅊㅊ,벨제리아,-,실2,-,-,골2,원더,원더,원더,골1,원더,256,원더,256,256,256,64,-,256,-,-,-,-,-,-,-,-,-,-,-,-,182,-,256,187,256,,,,,,,,형귀헬스장,19,17
364,9,318,"16,000",핵파워탁구,카먼,골3,골3,원더,원더,원더,원더,원더,원더,256,256,256,원더,원더,원더,128,128,256,-,-,-,-,-,-,-,-,-,-,-,146,169,212,-,-,,128,,,,,,,,다람쥐,62,53
393,8,318,"16,000",라우트13,티스라오,원더,골2,원더,골1,원더,원더,원더,256,원더,원더,256,-,256,-,128,-,-,256,128,-,-,-,-,-,-,-,-,197,-,-,167,-,138,,128,,,,,,,,머피소,131,112
342,10,318,"16,000",효준파워스피드,보르스레누,-,-,-,-,-,-,-,실3,실2,실1,골2,원더,원더,원더,256,128,128,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,,256,,,,,256,,,달,5,3
393,8,318,"16,000",도날드유,레겐부르그,실3,골3,골3,골3,골2,원더,원더,원더,원더,원더,-,원더,256,원더,256,256,원더,256,64,256,-,-,-,-,-,-,-,-,-,-,-,-,139,,256,,,,,256,,,카콘시스,2,2
364,9,318,"16,000",파파존,발디아,실1,골3,골3,골3,골1,원더,원더,원더,원더,256,256,64,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201,148,55,200,,256,,,,,,"아라드파견인, 아야츠노 유니, 또다시적벽, 파파존",,,14,12
259,14,318,"16,000",성좌,카먼,128,256,16,64,128,256,골2,골3,-,-,-,-,-,-,-,-,-,-,-,-,97,212,9,49,92,232,-,-,-,-,-,-,-,,,,,,,,세나캐,,레이갈드,38,53
241,15,318,"16,000",흰돌고래,이리스,-,-,-,-,-,-,-,-,-,-,-,-,-,-,브1,골1,128,4,64,256,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,256,"고래22, 흰돌고래",,크런키,1,1
278,13,327,"15,500",말리꽃,벨제리아,-,실2,골3,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,128,256,원더,원더,64,64,128,-,-,-,-,-,-,-,-,-,-,-,-,-,96,256,,,,,128,,,악귀연습장,12,18
227,16,327,"15,500",Drury,레이갈드,골2,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,128,64,원더,64,256,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,109,64,,,,,128,,,세계수,20,30
364,9,327,"15,500",니켈,티스라오,-,-,-,골3,골1,원더,128,128,원더,256,256,골1,골1,256,256,-,-,-,-,-,-,-,-,-,-,-,88,128,-,230,251,-,-,148,256,,,,,,,,카르페디엠,126,113
364,9,327,"15,500",호우호우,카먼,-,-,골3,골3,골2,원더,원더,원더,원더,원더,256,원더,128,256,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,188,-,108,198,256,,,,,,,,레이갈드,62,56
293,12,327,"15,500",피에나,노센레이어,원더,골3,골3,골2,골1,골2,골2,원더,원더,64,128,128,64,256,원더,골3,-,골3,골3,골3,-,-,-,-,-,-,-,-,-,60,99,111,64,222,,,,,,,"비온뒤갬, 개나링, 피에나",,파라다이스시티,25,26
393,8,327,"15,500",욘D쫀득,카먼,-,실3,골3,골3,골2,골2,원더,골2,골3,골1,256,원더,256,256,원더,원더,골1,128,256,256,-,-,-,-,-,-,-,-,-,-,165,-,150,252,,,,,,256,,,랑돌,68,56
293,12,327,"15,500",포포몬,성검,실3,실3,실1,골3,골3,골2,-,골2,-,-,골2,골3,골1,골2,원더,128,256,64,64,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,128,,,팔레트,13,13
293,12,327,"15,500",멍청한데리버거,보르스레누,-,-,-,-,-,-,-,-,-,실1,골2,256,원더,골1,32,128,256,64,-,-,-,-,-,-,-,-,-,-,-,-,-,137,-,,19,,,,,,"데리버거, 멍청한데리버거",,달,4,4
293,12,327,"15,500",군 님,티스라오,골1,골2,-,-,골2,골1,원더,원더,원더,원더,원더,64,128,원더,256,32,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,94,,256,,,,,,"구님, 군 님",,슬레이어즈,102,113
364,9,327,"15,500",배꼽겨드랑이,리그리아,원더,골1,원더,256,원더,원더,골2,골2,원더,골1,원더,128,256,원더,256,128,256,-,-,-,-,-,-,145,-,-,-,-,-,-,-,103,144,,256,,,,,,"배꼽겨드랑이, 머지리지인살, 배드랑이",,형귀헬스장,10,9
293,12,327,"15,500",말퓨리온,티스라오,128,128,원더,골3,128,32,256,-,-,-,-,골2,256,-,-,-,-,-,-,-,92,92,-,-,123,20,251,-,-,-,-,-,236,,,,,,,,,,새우사망,102,113
259,14,327,"15,500",매의단,발디아,64,256,256,4,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,130,134,4,99,-,-,-,-,-,-,-,-,,,,,,,,,,,11,13
342,10,327,"15,500",님아쳐맞고싶나여,카먼,256,128,256,128,256,128,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,168,125,133,104,185,115,224,-,-,-,-,-,-,,,,,,,,"님아쳐맞고싶나여, ㅇㅇㅇㅇㅇㅇㅇㅇ",,,55,56
342,10,327,"15,500",프릭쇼,카먼,256,256,256,64,256,256,128,골3,골2,-,-,-,-,-,-,-,-,-,-,-,245,248,160,62,205,220,114,-,-,-,-,-,-,,,,,,,,"UCL 곱등이, 좐자룡, 프릭쇼",,,55,56
364,9,327,"15,500",위니에나,라카스,골3,원더,256,256,골2,원더,원더,64,128,256,256,-,-,-,-,-,-,-,-,-,-,-,129,167,-,-,-,38,115,141,,-,-,,,,,,,,,,,6,6
319,11,342,"15,000",안쓰님,티스라오,원더,원더,256,128,128,128,128,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,235,116,125,123,105,-,-,-,65,-,-,,,,,,,,AUTO,,랑린이,111,116
461,6,342,"15,000",나마AeqaC,티스라오,실3,원더,원더,원더,골2,원더,원더,256,256,256,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,175,162,204,225,195,,,,,,,,,,,151,116
241,15,342,"15,000",진영편성,티스라오,128,128,16,골1,골2,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,128,원더,원더,128,104,117,12,-,-,-,-,-,-,-,-,-,-,,,,,,,128,황철두,계정 변경 진연편성,카르페디엠,86,116
342,10,345,"14,500",지크레이아,티스라오,골2,-,-,골2,골2,원더,원더,원더,원더,골2,골2,원더,골2,256,256,원더,원더,32,128,256,-,-,-,-,-,-,-,-,-,-,-,-,-,216,256,,,,,256,,,새우사망,120,119
293,12,345,"14,500",스탠바이,레이갈드,골3,골3,-,골2,골3,-,골3,-,-,원더,골3,원더,골1,원더,골1,16,원더,128,64,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,128,,,사신,30,31
342,10,345,"14,500",Chigurh,카먼,원더,골1,원더,원더,원더,원더,원더,원더,원더,원더,-,골3,골3,골1,원더,256,256,64,256,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,64,"vurtne, JButler, Chigurh",,랑갤럼,55,60
217,17,345,"14,500",버  블티,보르스레누,-,-,-,-,-,-,-,-,실2,골3,원더,원더,원더,원더,64,64,32,64,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,64,,22,,,,"버블티, 버  블티",,달,2,5
393,8,345,"14,500",키덜트,카먼,골3,골2,골1,원더,256,원더,256,원더,128,원더,256,256,골2,-,원더,-,256,-,-,-,-,-,-,-,175,-,214,-,106,-,172,217,-,,,,,,,,,,레이갈드,68,60
259,14,345,"14,500",깔끔,티스라오,128,원더,128,16,64,128,원더,원더,원더,골1,-,-,-,-,-,-,-,-,-,-,103,-,113,11,58,113,-,-,-,-,-,-,-,,,,,,,,,,GSC클럽,90,119
259,14,345,"14,500",시바댕댕이,레이갈드,원더,256,32,32,256,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132,30,32,237,28,-,-,-,-,-,-,-,,,,,,,,"아몰래딸쳐, 아몬드왈츠, 짹스짹스뽀삐털, 짹짹뽀는세발낙지, 시바댕댕이",,,24,31
342,10,345,"14,500",Universe,벨제리아,16,원더,256,256,원더,256,256,256,원더,원더,원더,-,-,-,-,-,-,-,-,-,10,-,137,246,-,194,192,209,-,-,-,-,-,,,,,,,,"똥초, fiesta, Universe",,,17,19
393,8,353,"14,000",FFKRG2H2,벨제리아,골3,골3,골2,골1,원더,원더,원더,원더,원더,골1,골1,골1,256,원더,128,256,원더,원더,128,128,-,-,-,-,-,-,-,-,-,-,-,-,215,,128,,,,,128,,,ONE,23,20
393,8,353,"14,000",드래곤슬레이어,카먼,원더,원더,128,256,128,원더,256,원더,원더,원더,원더,원더,원더,원더,256,256,-,-,-,-,-,-,73,211,104,-,175,-,-,-,-,-,-,,256,,,,,,,,레이갈드,68,62
364,9,353,"14,000",카아린,티스라오,골2,원더,256,256,64,128,256,원더,256,골1,-,-,-,-,-,-,-,-,-,-,-,-,150,219,44,116,208,-,178,-,-,-,-,,,,,,,,"황진, 신립, 카아린",,질풍,126,121
364,9,353,"14,000",바니바니당근당근,티스라오,원더,256,128,64,256,256,원더,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,229,103,36,152,256,-,206,-,-,-,-,-,,,,,,,,"마이야맘, 아잉짜증나",,초련,126,121
342,10,353,"14,000",Road,카먼,256,256,32,256,128,256,원더,골3,골2,-,-,-,-,-,-,-,-,-,-,-,232,153,21,193,115,219,-,-,-,-,-,-,-,,,,,,,,"UCL 좐, 좐자룡",,UCL,55,62
393,8,353,"14,000",신정동노빠꾸,카먼,원더,원더,128,원더,128,256,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,67,233,172,156,153,-,-,-,-,,,,,,,,"YunEYo, UCL 신정동, 신정동노빠꾸",,UCL,68,62
293,12,353,"14,000",리르티샤,카먼,원더,32,256,원더,원더,64,64,원더,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,29,161,-,-,44,37,-,-,-,-,144,-,,,,,,,,,,,45,62
342,10,353,"14,000",쏘주s,레이갈드,원더,256,256,128,128,64,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,187,244,106,116,60,228,-,-,-,-,-,-,,,,,,,,"카너이라, 쏘주정뱅이, 발렌타인엔 쏘주, 짭키엘, 쏘주정뱅이",,,36,33
342,10,353,"14,000",난정말강하다,카먼,256,256,32,256,256,128,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,194,201,22,140,243,97,-,-,-,-,-,-,-,,,,,,,,난씨발강하다,,,55,62
419,7,353,"14,000",흑우형,성검,256,256,256,256,256,256,256,골2,-,-,-,-,-,-,-,-,-,-,-,-,209,144,207,195,238,179,139,-,-,-,-,-,-,,,,,,,,"체리, 린드, 왕초jr, 흑우형",,,16,14
342,10,353,"14,000",일향,티스라오,골2,골2,골3,-,골3,골2,골2,원더,원더,원더,원더,256,원더,원더,원더,원더,128,128,256,128,-,-,-,-,-,-,-,-,-,-,-,202,-,,,,,,,128,,,여단을 수단으로,120,121
342,10,364,"13,500",보리스A,티스라오,골3,골3,골3,골3,골3,골2,골3,골3,골3,골1,256,원더,128,256,256,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,219,-,117,181,256,,,,,,"아카야미, 여성인권 운동가, 타마모 크로스, 팥쥐1, 밀리애니2기기원, 후지타 코토네, Ricalio, 캡틴랑랑, 보리스A",계정 변경 캡틴랑랑(S18),연,120,124
293,12,364,"13,500",없는닉네임,티스라오,256,32,128,64,128,원더,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,241,20,100,46,107,-,-,-,-,-,-,-,-,,,,,,,,"젤    다, 공백닉12",,,102,124
293,12,364,"13,500",니버프쩔더라,레이갈드,32,64,64,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,55,49,191,182,-,-,-,-,-,-,-,-,,,,,,,,"롤저씨, 변태유튜버롤저씨, 101저씨, 롤저씨구독좋아요",,,30,34
364,9,364,"13,500",킴수민,티스라오,원더,256,128,64,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,115,58,129,193,220,-,-,-,-,-,-,,,,,,,,"극악, 나만아는노래, 킴수민",계정 변경 나만아는노래(S8),,126,124
364,9,364,"13,500",윈드송,카먼,원더,원더,원더,원더,32,원더,256,256,128,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,135,171,93,-,190,-,-,,,,,,,,,,,62,67
419,7,364,"13,500",김비슷,티스라오,256,256,256,원더,원더,원더,256,256,-,128,골3,-,-,-,-,-,-,-,-,-,177,131,165,-,-,-,151,245,-,111,-,-,-,,,,,,,,,,,139,124
419,7,364,"13,500",LiE,벨제리아,골3,골2,원더,원더,원더,원더,원더,128,원더,256,원더,256,원더,원더,골1,원더,골2,256,골1,128,-,-,-,-,-,255,-,106,-,242,-,176,-,,,,,,,128,"잠깐뼈맞았어, LiE",,전략의대가,25,21
419,7,364,"13,500",이슈티나,라카스,실2,골1,원더,골1,원더,원더,원더,원더,원더,원더,원더,256,원더,원더,원더,128,원더,256,256,128,-,-,-,-,-,-,-,-,-,-,-,203,-,,,,,,,128,,,천국,8,7
393,8,372,"13,000",에스파윈터최고,레이갈드,-,-,-,-,골3,골3,골3,골3,골3,원더,골3,원더,원더,128,256,원더,골2,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,103,256,,,,,256,,,세계수,40,35
419,7,372,"13,000",맞갖다,이바스,-,-,-,-,-,-,-,-,-,-,실3,골3,골2,원더,원더,256,256,256,256,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,128,"솔봄이, 맞갖다",,에이스,5,5
419,7,372,"13,000",샨리,발디아,원더,원더,256,원더,골1,원더,원더,256,256,원더,골1,원더,128,골2,128,-,-,-,-,-,-,-,252,-,-,-,-,155,171,-,-,-,119,,128,,,,,,"샨리, 게임접은샨리",,,15,14
461,6,372,"13,000",삼세판,티스라오,골1,원더,원더,원더,원더,골2,원더,256,원더,128,골3,256,골1,골2,골3,실1,원더,골1,256,256,-,-,-,-,-,255,-,157,-,106,-,243,-,,,,,,,256,"오저령, 샤리s, 테오도로, 삼세판","계정 변경 시리s(S8), 테오도로",랑그리스,151,128
393,8,372,"13,000",나이스,티스라오,256,256,64,256,256,256,원더,실3,-,-,-,-,-,-,-,-,-,-,-,-,246,184,60,174,173,229,-,-,-,-,-,-,-,,,,,,,,,,카르페디엠,131,128
393,8,372,"13,000",마요네즈눈사람,노센레이어,256,256,골1,원더,원더,원더,원더,골3,골1,원더,골2,원더,128,원더,원더,원더,원더,256,64,-,149,244,-,-,-,-,-,-,-,-,-,-,121,,,,,,,,"마요네즈눈사람, 마요네즈눈사람y",,피닉스,30,27
419,7,372,"13,000",마제스트,엘스리드,실3,골3,골3,골2,골1,원더,원더,원더,256,256,128,원더,원더,원더,원더,원더,256,256,-,-,-,-,-,-,-,-,-,-,251,132,110,-,-,,,,,,,,"클로테르, 마제스트",,Fiesta,3,3
241,15,372,"13,000",도   타,티스라오,8,64,8,원더,골2,골2,실1,골3,-,실1,-,-,-,-,-,-,-,-,-,-,7,52,6,-,-,-,-,-,-,-,-,-,-,,,,,,,,"드 타, 드타, 도    타",계정 변경 칼날부리(S5),,86,128
259,14,372,"13,000",시리s,레이갈드,64,32,16,128,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,48,23,15,78,-,-,-,-,-,-,-,-,-,,,,,,,,"시리s, 틀니s",,,24,35
342,10,372,"13,000",짜글이,카먼,원더,64,원더,128,128,원더,256,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,58,-,81,96,-,197,-,76,-,-,-,-,,,,,,,,,,,55,68
393,8,372,"13,000",종지엔,티스라오,골3,골1,골2,원더,원더,256,256,128,256,64,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131,180,114,216,61,-,-,-,,,,,,,,,,,131,128
419,7,372,"13,000",딩목,티스라오,실3,골3,골3,골3,골2,원더,128,원더,256,128,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,-,177,89,211,242,-,,,,,,,,"무케크앙, 딩목",,,139,128
419,7,372,"13,000",임꺼비,티스라오,실3,실1,골2,골1,골1,원더,원더,원더,원더,원더,256,256,원더,골1,원더,원더,256,원더,256,128,-,-,-,-,-,-,-,-,-,-,173,178,-,,,,,,,128,,"오존, 임꺼비",창세기전,139,128
461,6,385,"12,500",방귀는나가서,칼자스,-,실3,실1,골1,원더,원더,원더,원더,원더,256,256,256,원더,256,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,229,133,255,-,170,,,,,,,"망향비빔국수, 방귀는나가서",,,24,16
419,7,385,"12,500",루나루아,티스라오,골3,골1,골1,원더,원더,원더,256,256,256,128,원더,원더,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,143,160,170,79,-,-,-,180,,,,,,,,,,139,134
364,9,385,"12,500",시트린27,노센레이어,원더,256,256,128,원더,원더,골3,-,골3,원더,원더,원더,64,256,-,-,-,-,-,-,-,169,210,121,-,-,-,-,-,-,-,-,49,184,,,,,,,"PNix유유, 유유유유, ㅜㅠㅜ, Briz, 챌린, 응OH, 시트린27",,,28,28
419,7,385,"12,500",카류카이,티스라오,골3,골3,골1,원더,골1,원더,원더,원더,256,256,원더,원더,원더,256,-,256,256,-,-,-,-,-,-,-,-,-,-,-,247,233,-,-,-,237,,,,,,,,,,139,134
461,6,385,"12,500",사기D로렉스,티스라오,골3,골1,원더,원더,원더,256,원더,256,256,128,원더,-,-,-,-,256,-,-,-,-,-,-,-,-,-,144,-,162,230,73,-,-,-,,,,,,,,"사기왕로렉스, 사기D로렉스",,질풍,151,134
319,11,385,"12,500",감탄,티스라오,골3,골2,원더,128,원더,원더,64,64,64,골1,실2,-,-,-,-,-,-,-,-,-,-,-,-,67,-,-,39,35,64,-,-,-,-,,,,,,,,,,,111,134
364,9,385,"12,500",왜탐,카먼,골2,골3,원더,128,128,64,256,256,골1,골3,골3,-,-,-,-,-,-,-,-,-,-,-,-,80,117,57,202,188,-,-,-,-,-,,,,,,,,"공돌이, 3379298, 왜탐",,,62,69
364,9,385,"12,500",Bijou,카콘시스,골2,원더,원더,128,256,32,256,256,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,114,170,19,248,166,-,-,-,-,-,,,,,,,,,,,5,5
393,8,385,"12,500",폰허브,티스라오,원더,256,256,256,골3,골3,골3,골2,골3,골3,실2,256,32,-,-,-,-,-,-,-,-,202,249,134,-,-,-,-,-,-,-,235,25,,,,,,,,"안구사, 프론트이노쎈트",,,131,134
393,8,385,"12,500",보철,노센레이어,원더,원더,원더,128,128,128,원더,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,113,75,-,229,173,-,-,-,-,,,,,,,,커,,,30,28
393,8,385,"12,500",태사니,라카스,골3,골2,원더,원더,256,128,128,256,원더,원더,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,196,88,76,137,-,-,-,106,-,,,,,,,,,,,7,8
293,12,396,"12,000",알파붐,티스라오,-,-,-,-,-,-,-,골3,원더,원더,256,원더,256,32,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175,-,197,26,128,,,,,,,,랑린이,102,139
342,10,396,"12,000",달님콤콤,이리스,-,-,-,-,-,-,-,-,-,실3,골3,원더,128,128,64,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102,116,64,,,,,,,,붉은달,2,2
393,8,396,"12,000",엥떡이,노센레이어,-,-,-,-,-,-,-,-,-,-,-,골3,골3,골1,원더,64,원더,256,256,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,64,,,랑린이,30,30
419,7,396,"12,000",김병키kARey,리그리아,256,256,256,원더,골2,골1,골3,256,-,64,골3,-,-,-,-,-,-,-,-,-,171,250,221,-,-,-,-,152,-,36,-,-,-,,,,,,,,김병키,,Legend,12,10
293,12,396,"12,000",발더스게이트3,노센레이어,128,64,64,32,골2,-,-,-,골3,골3,골3,골3,-,-,-,-,-,-,-,-,75,33,40,25,-,-,-,-,-,-,-,-,-,,,,,,,,"진리와방법, 리 신, Roxette, 안달루시아의개, 빌리아일리시, 발더스게이트3",,,25,30
364,9,396,"12,000",네코미미 간바룽,칼자스,256,128,256,256,32,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,121,163,147,26,-,-,-,-,-,-,-,-,,,,,,,,"토너간쉐리레딘, 256강딱쉐리, 유리아마마ㅉㅉ, 페로한사, 리코리스간바룽, 오저령",,,16,17
419,7,396,"12,000",숙명V8f564,성검,골2,원더,원더,원더,256,256,64,256,256,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176,151,54,214,129,-,-,-,-,,,,,,,,"귀 신, 숙명",,,16,15
510,5,396,"12,000",뉴그마,벨제리아,-,실2,골3,골2,골1,원더,256,256,256,원더,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,151,201,-,149,131,-,,,,,,,,"테니스의왕자, 뉴그마",,,28,22
319,11,396,"12,000",다누3,노센레이어,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,원더,128,32,16,-,-,-,-,-,244,-,-,-,,-,-,-,,,,,,,16,,,랑린이,27,30
364,9,405,"11,500",토와와,보르스레누,-,-,-,-,-,-,-,-,브3,원더,64,원더,256,128,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,160,75,256,,,,,,,,,6,6
461,6,405,"11,500",꽃쑨,벨제리아,골1,원더,256,128,원더,원더,256,원더,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,172,72,-,-,156,-,221,129,-,-,-,,,,,,,,"꽃순, 꽃쑨, 힢효현",,세인트,26,23
364,9,405,"11,500",청랑하,벨제리아,-,-,실1,골2,골2,골2,골2,골2,골2,골2,256,원더,128,원더,원더,128,128,-,-,-,-,-,-,-,-,-,-,-,-,-,216,-,99,,,,,,,,,,형귀헬스장,19,23
364,9,405,"11,500",날다람쥐,이리스,-,-,-,-,-,-,-,-,-,-,실3,골3,골2,골1,원더,원더,128,64,256,256,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,256,,,Ace,3,3
393,8,405,"11,500",천  마,벨제리아,128,64,256,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,60,162,163,157,-,-,-,-,-,-,-,-,,,,,,,,"천마, 천 마, 천  마, 유동천, 요동천",,,23,23
393,8,405,"11,500",영두통격,노센레이어,256,128,256,64,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,82,190,44,219,-,-,-,-,-,-,-,-,,,,,,,,,,,30,33
393,8,405,"11,500",펭코위츠,칼자스,원더,256,128,128,128,256,원더,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,164,84,113,72,170,-,-,-,-,-,-,-,,,,,,,,"마코위츠, 펭코위츠, 태율이",,,18,18
393,8,405,"11,500",퓨리셀,노센레이어,원더,256,128,256,64,256,원더,원더,골1,원더,골3,-,-,-,-,-,-,-,-,-,-,165,81,149,45,207,-,-,-,-,-,-,-,,,,,,,,"피리셀, 프리셀, 퓨리셀",,,30,33
419,7,405,"11,500",공백닉41,레이갈드,원더,원더,원더,256,256,64,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,203,36,138,185,-,-,-,-,-,,,,,,,,,,,41,37
419,7,405,"11,500",아이언버드,페르세우스,-,-,-,-,골3,골2,원더,원더,64,128,원더,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,95,-,188,216,,,,,,,,,,,4,4
510,5,405,"11,500",아빠가너무강함,발디아,골3,골1,원더,원더,256,원더,256,원더,256,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,232,-,185,-,168,225,128,-,-,,,,,,,,"오레노카치다, 아빠가너무강함",,,18,15
461,6,416,"11,000",꿍해소요,카먼,-,-,-,-,-,실3,-,-,-,골2,원더,256,256,원더,256,골2,-,골2,원더,64,-,-,-,-,-,-,-,-,-,-,-,218,201,,256,,,,,64,"꿍해또, 꿍해소요",,랑돌,76,70
259,14,416,"11,000",Yuul,레이갈드,골3,원더,원더,원더,원더,원더,원더,32,골3,골1,골2,골2,골2,원더,원더,원더,32,128,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,,,,25,,,,"약알콩, 준암, 월천준암, Yuul",계정 변경 Yuul,다람쥐,24,38
419,7,416,"11,000",しずまないほし,이리스,-,-,-,-,-,-,-,-,-,실3,-,골3,골2,골2,골2,골2,256,128,128,256,-,-,225,-,-,-,-,-,-,-,-,-,-,,,,,,,256,しずまないほし,호시,달,4,4
319,11,416,"11,000",아니에스클로델,티스라오,원더,64,256,4,원더,원더,골3,골3,골1,골3,골2,-,-,-,-,-,-,-,-,-,-,36,241,3,-,-,-,-,-,-,-,-,-,,,,,,,,"thirory, 띵글똥글땡글멜다, 양꿀사, 아니에스, 아니에스클로델",,랑그리스,111,140
342,10,416,"11,000",키다리아저씨,티스라오,256,256,64,16,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,141,39,16,-,-,-,-,-,-,-,-,-,,,,,,,,,,랑그리스,120,140
364,9,416,"11,000",Illidan,카먼,256,8,256,256,원더,원더,골1,원더,골1,골1,골1,-,-,-,-,-,-,-,-,-,154,8,234,214,-,-,-,-,-,-,-,-,-,,,,,,,,,,레이갈드,62,70
