Rank(P),Point,Rank(C),Cristal,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,이전아이디,비고,여단,SRP,SRC
546,3,650,"3,000",64,-,-,-,-,-,-,-,-,-,-,-,-,,,춥고똥마려,티스라오,64,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",-,35,-,-,-,-,-,-,-,-,-,-,-,,,SamDN,티스라오,원더,64,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",-,48,-,-,-,-,-,-,-,-,-,-,-,,,애플필드,티스라오,원더,64,원더,원더,실3,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",-,-,-,-,-,33,-,-,-,-,-,-,-,,,리치몬드슈크림,티스라오,골1,골1,골3,원더,원더,64,골3,골3,골3,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",-,-,-,-,-,-,61,-,-,-,-,-,-,,,영민뤼,카먼,골3,골1,원더,원더,골1,원더,64,원더,-,-,-,-,-,-,-,,,,81,96
546,3,650,"3,000",-,-,-,-,42,-,-,-,-,-,-,-,-,,,진중한동글,리그리아,골3,골1,원더,원더,64,원더,원더,원더,골1,골3,골1,-,-,-,-,,,Legend,16,17
546,3,650,"3,000",-,-,-,-,53,-,-,-,-,-,-,-,-,,,콜라한잔,노센레이어,원더,원더,원더,원더,64,원더,원더,원더,원더,골3,골2,-,-,-,-,,,,51,58
546,3,650,"3,000",-,-,-,-,54,-,-,-,-,-,-,-,-,,,젠킨스,벨제리아,원더,골2,골1,원더,64,골1,브3,-,-,-,-,-,-,-,-,정수사,계정 변경 젠킨스(S6),,28,34
546,3,650,"3,000",-,-,-,43,-,-,-,-,-,-,-,-,-,,,LILPA,노센레이어,골1,원더,원더,64,원더,골3,원더,-,-,-,-,-,-,-,-,"FIESTA, 시체",,,51,58
546,3,650,"3,000",-,-,34,-,-,-,-,-,-,-,-,-,-,,,날코,벨제리아,원더,원더,64,원더,원더,골3,-,-,-,-,-,-,-,-,-,,,,28,34
546,3,650,"3,000",-,-,58,-,-,-,-,-,-,-,-,-,-,,,포코링Pp4Bi,발디아,원더,원더,64,원더,원더,원더,-,-,-,-,-,-,-,-,-,포코링,,,24,27
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,72,,바틀럭키,성검,실3,골3,골1,원더,원더,원더,원더,원더,원더,골2,골2,골1,원더,128,-,,,,26,27
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,74,,카네리아,카네리아,-,-,-,-,-,-,-,-,-,골3,골1,원더,원더,128,-,,,,1,1
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,78,,충무,어둠의전설,브3,브3,브3,브3,브3,골3,골2,골1,원더,원더,원더,원더,원더,128,-,,,,4,6
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,92,,무신멸뢰,카먼,골3,골3,골3,골3,골2,골2,원더,원더,원더,원더,원더,원더,원더,128,-,,,,94,96
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,118,,시나모롤,티스라오,골3,골3,골3,골2,골2,골3,골3,골3,골3,골3,골3,골2,원더,128,-,"셀러브리티, 시나모롤",,,228,232
630,2,650,"3,000",-,-,-,-,-,-,-,-,65,-,-,-,-,,,마쏭,티스라오,골3,골3,골3,골3,골2,원더,원더,원더,128,-,-,-,-,-,-,,,,228,232
630,2,650,"3,000",-,-,-,-,-,-,-,-,69,-,-,-,-,,,어쩐지운수가,레이갈드,실3,실3,골3,골2,원더,원더,원더,원더,128,-,-,-,-,-,-,,,,58,61
630,2,650,"3,000",-,-,-,-,-,-,-,-,128,-,-,-,-,,,제라드리,티스라오,-,-,브1,골3,골1,골1,원더,원더,128,-,-,-,-,-,-,,,,228,232
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,107,-,-,-,,,양꿀이,카먼,-,-,실1,골3,골2,골1,골1,골2,원더,128,골2,원더,-,-,-,"좐자룡, Hazelnut",양꿀(S12),,94,96
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,122,-,-,-,,,공백닉?,,골3,골2,골1,골3,골3,골3,골3,골2,-,128,-,-,-,-,-,,,,3,3
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,73,-,-,,,쁘랑,벨제리아,골3,원더,원더,원더,원더,골2,골3,골3,실3,실2,128,실3,-,-,-,,,,34,34
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,109,-,-,,,유자에이드14E,라카스,-,-,-,-,-,원더,원더,원더,원더,원더,128,-,-,-,-,,,,10,13
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,77,,,춘식김,발디아,실2,-,-,-,-,-,골3,골3,골2,골2,원더,원더,128,-,-,,,,27,27
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,113,-,,,엘 마,콜시아,-,-,-,골3,골3,골1,골2,원더,원더,원더,골1,128,-,-,-,,,,6,6
630,2,650,"3,000",-,-,-,-,-,-,-,70,-,-,-,-,-,,,아기왕밤빵,발디아,-,-,실3,골3,골2,골3,원더,128,-,-,-,-,-,-,-,,,,27,27
630,2,650,"3,000",-,-,-,-,-,-,-,74,-,-,-,-,-,,,뽀미나,티스라오,골3,골3,골2,원더,원더,원더,원더,128,원더,-,-,-,-,-,-,,,,228,232
630,2,650,"3,000",-,-,-,-,-,-,-,77,-,-,-,-,-,,,세OI버,티스라오,골3,골3,실1,골3,골1,골2,원더,128,골2,-,-,-,-,-,-,"인천닭깡정, 세OI버",,,228,232
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,128,MARU,다르시스,-,-,브2,골3,골3,골2,골2,골2,골2,골1,원더,골1,원더,원더,128,,,카콘시스,4,4
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,128,옷코츠 유타,노센레이어,-,-,-,골3,골2,골1,골3,골3,골1,골3,골2,원더,원더,원더,128,"pma, 옷코츠 유타",,랑린이,59,58
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,128,로즈크로아,티스라오,실1,골3,실3,-,-,-,골3,실3,골3,골3,원더,원더,원더,원더,128,,,흑우단,228,232
630,2,650,"3,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,128,라나,츠루야,-,-,-,-,-,-,-,-,-,-,-,-,실3,원더,128,,,츠루야,1,1
630,2,694,"2,500",67,-,-,-,-,-,-,-,-,-,-,-,-,,,로버트하셀3세,카먼,128,원더,원더,원더,골1,원더,원더,-,-,-,-,-,-,-,-,"UCL 시티, 솔벤하임, 약점노출, 로버트하셀3세",,,94,102
630,2,694,"2,500",74,-,-,-,-,-,-,-,-,-,-,-,-,,,zasf,티스라오,128,-,-,골2,-,-,-,-,-,-,-,-,-,-,-,"Angelina, 1324321, zasf",,,228,248
630,2,694,"2,500",76,-,-,-,-,-,-,-,-,-,-,-,-,,,웨탐폭사,티스라오,128,원더,원더,원더,골1,골1,원더,원더,원더,원더,골3,-,-,-,-,"돌크리트, 웨템폭사",,,228,248
630,2,694,"2,500",77,-,-,-,-,-,-,-,-,-,-,-,-,,,Harshman,벨제리아,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,34,37
630,2,694,"2,500",82,-,-,-,-,-,-,-,-,-,-,-,-,,,이냐시오,티스라오,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,248
630,2,694,"2,500",85,-,-,-,-,-,-,-,-,-,-,-,-,,,홈매트,티스라오,128,원더,골2,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,248
630,2,694,"2,500",86,-,-,-,-,-,-,-,-,-,-,-,-,,,진윤,리그리아,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,18,18
630,2,694,"2,500",89,-,-,-,-,-,-,-,-,-,-,-,-,,,피니언,카먼,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94,102
630,2,694,"2,500",91,-,-,-,-,-,-,-,-,-,-,-,-,,,김핑크,티스라오,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,248
630,2,694,"2,500",94,-,-,-,-,-,-,-,-,-,-,-,-,,,구준,벨제리아,128,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,34,37
630,2,694,"2,500",96,-,-,-,-,-,-,-,-,-,-,-,-,,,alpha71d,성검,128,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,alpha,,,26,28
630,2,694,"2,500",100,-,-,-,-,-,-,-,-,-,-,-,-,,,김쬬,티스라오,128,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,-,"젠, 쥬시베리, 김쬬",,,228,248
630,2,694,"2,500",101,-,-,-,-,-,-,-,-,-,-,-,-,,,스카카,티스라오,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,248
630,2,694,"2,500",102,-,-,-,-,-,-,-,-,-,-,-,-,,,pq9gPtKd,티스라오,128,골3,원더,원더,골3,골3,골3,-,-,-,-,-,-,-,-,"극한마궁, 우라메시 유스케",,,228,248
630,2,694,"2,500",106,-,-,-,-,-,-,-,-,-,-,-,-,,,지애지애,레이갈드,128,골1,골3,-,-,-,-,-,-,-,-,-,-,-,-,,,,58,63
630,2,694,"2,500",109,-,-,-,-,-,-,-,-,-,-,-,-,,,탱탱한발가스,벨제리아,128,원더,-,-,-,-,골1,골3,골1,골1,-,-,-,-,-,"흐으음, 랑린랑린, 탱탱한발가스",,,34,37
630,2,694,"2,500",111,-,-,-,-,-,-,-,-,-,-,-,-,,,마적,노센레이어,128,원더,실1,-,-,-,-,-,-,-,-,-,-,-,-,,,,59,62
630,2,694,"2,500",118,-,-,-,-,-,-,-,-,-,-,-,-,,,양토벤,벨제리아,128,원더,골2,골1,원더,골2,골1,-,-,-,-,-,-,-,-,,,,34,37
630,2,694,"2,500",119,-,-,-,-,-,-,-,-,-,-,-,-,,,크라운산도딸기,카먼,128,원더,원더,골3,원더,골3,-,-,-,-,골3,-,-,-,-,"UCL 정벅자, 궤 적",,,94,102
630,2,694,"2,500",125,-,-,-,-,-,-,-,-,-,-,-,-,,,fizz,카먼,128,원더,원더,골3,골3,골3,골1,골2,-,-,-,-,-,-,-,,,,94,102
630,2,694,"2,500",127,-,-,-,-,-,-,-,-,-,-,-,-,,,히이로 유이,레이갈드,128,원더,원더,골2,골1,골2,-,-,-,-,-,-,-,-,-,,,,58,63
630,2,694,"2,500",128,-,-,-,-,-,-,-,-,-,-,-,-,,,기습거세꾼,티스라오,128,원더,원더,원더,골2,골2,골2,골2,골2,골2,실2,-,-,-,-,,,,228,248
630,2,694,"2,500",-,81,-,-,-,-,-,-,-,-,-,-,-,,,Surtr,티스라오,원더,128,원더,골2,원더,-,-,-,-,-,-,-,-,-,-,펭귄대장,,,228,248
630,2,694,"2,500",-,85,-,-,-,-,-,-,-,-,-,-,-,,,solidi,티스라오,원더,128,원더,-,-,골3,골3,원더,골1,골2,-,-,-,-,-,"아이맥, solidi",,,228,248
630,2,694,"2,500",-,96,-,-,-,-,-,-,-,-,-,-,-,,,루나제나,발디아,원더,128,골1,골2,원더,원더,골2,원더,골1,원더,골3,-,-,-,-,,,,27,31
630,2,694,"2,500",-,98,-,-,-,-,-,-,-,-,-,-,-,,,크로바,티스라오,실1,128,골1,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,248
630,2,694,"2,500",-,102,-,-,-,-,-,-,-,-,-,-,-,,,아니에스,티스라오,골2,128,원더,원더,원더,원더,원더,원더,원더,원더,원더,-,-,-,-,"린, 아니에스",,여고생,228,248
630,2,694,"2,500",-,105,-,-,-,-,-,-,-,-,-,-,-,,,슈하M077Tp,성검,원더,128,골2,골3,골3,-,-,-,-,-,-,-,-,-,-,슈하,,,26,28
630,2,694,"2,500",-,109,-,-,-,-,-,-,-,-,-,-,-,,,키,,원더,128,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3,4
630,2,694,"2,500",-,114,-,-,-,-,-,-,-,-,-,-,-,,,키위이,티스라오,원더,128,골3,골3,골3,골3,-,-,-,-,-,-,-,-,-,별고기,,,228,248
630,2,694,"2,500",-,118,-,-,-,-,-,-,-,-,-,-,-,,,봉봉따리,카먼,골3,128,원더,골3,실1,-,-,-,골3,원더,골1,-,-,-,-,"Arthas, 봉봉따리",,,94,102
630,2,694,"2,500",-,123,-,-,-,-,-,-,-,-,-,-,-,,,데일리반찬가게,티스라오,골2,128,골2,원더,골3,-,-,-,-,-,-,-,-,-,-,"쿠로다, 나자릭지하대분묘, 데일리반찬가게",,,228,248
630,2,694,"2,500",-,-,-,-,-,102,-,-,-,-,-,-,-,,,다린아롱,노센레이어,원더,골1,원더,원더,원더,128,원더,-,-,-,-,-,-,-,-,,,,59,62
630,2,694,"2,500",-,-,-,-,103,-,-,-,-,-,-,-,-,,,벽 느꼇던 사람,레이갈드,골1,원더,골2,원더,128,원더,골2,-,-,-,-,-,-,-,-,"설영, 야마부키 사이야",,,58,63
630,2,694,"2,500",-,-,-,-,106,-,-,-,-,-,-,-,-,,,오메지림,카먼,원더,원더,원더,원더,128,원더,원더,-,-,-,-,-,-,-,-,,,랑갤럼,94,102
630,2,694,"2,500",-,-,-,-,108,-,-,-,-,-,-,-,-,,,개팬다,발디아,원더,원더,원더,원더,128,원더,골3,-,-,-,-,-,-,-,-,,,,27,31
630,2,694,"2,500",-,-,-,-,128,-,-,-,-,-,-,-,-,,,스봉구,레이갈드,골2,골1,원더,원더,128,원더,원더,-,-,-,-,-,-,-,-,,,,58,63
630,2,694,"2,500",-,-,-,89,-,-,-,-,-,-,-,-,-,,,오지맨디아스,티스라오,원더,원더,원더,128,원더,원더,원더,-,-,-,-,-,-,-,-,,,,228,248
630,2,694,"2,500",-,-,-,111,-,-,-,-,-,-,-,-,-,,,탐라국새신랑,티스라오,골3,골2,골3,128,원더,원더,원더,원더,골1,골1,골1,-,-,-,-,"관악구존버맨, 탐라국존버맨, 탐라국새신랑",,질풍,228,248
630,2,694,"2,500",-,-,67,-,-,-,-,-,-,-,-,-,-,,,쿠크란,칼자스,원더,원더,128,골1,골1,원더,-,-,-,-,-,-,-,-,-,,,,33,35
630,2,694,"2,500",-,-,80,-,-,-,-,-,-,-,-,-,-,,,세리아DmvNe,성검,골3,원더,128,원더,실1,-,-,-,-,-,-,-,-,-,-,세리아,,,26,28
630,2,694,"2,500",-,-,114,-,-,-,-,-,-,-,-,-,-,,,당신,카먼,원더,원더,128,원더,원더,골2,-,-,-,-,-,-,-,-,-,,,,94,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,악귀놈들아,라카스,실1,골2,골1,골2,골1,골1,골1,골1,원더,원더,골1,골1,원더,256,-,,,,14,14
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,오메가137,카콘시스,브1,골3,골2,골3,골3,골3,골2,골1,골1,원더,원더,원더,원더,256,-,,,,8,8
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,르샤,노센레이어,-,실2,골3,골1,골2,골1,원더,원더,원더,원더,원더,원더,원더,256,-,,,,64,62
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,오리달다,성검,골3,골3,골2,골2,골3,골1,골3,골3,골3,원더,골2,원더,골2,256,-,,,,31,28
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,누  리,성검,골3,골3,골3,골3,골1,골2,골2,골2,원더,골2,골1,원더,원더,256,-,,,,31,28
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,토오오,어둠의전설,실1,골3,골3,골3,골3,골3,골3,골3,골3,골2,골3,원더,원더,256,-,,,,7,7
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,정병,카먼,-,브3,실3,실3,실1,골3,실1,실2,골2,골3,골2,원더,골2,256,-,,,,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,,LEOS,이스카노,실3,골3,골2,원더,골1,골1,골1,원더,원더,원더,원더,원더,골2,256,-,,,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,193,-,-,-,-,,,흰우유,티스라오,실3,-,실1,골3,골2,골2,원더,원더,256,-,-,-,-,-,-,"상하목장멸균우유, 흰우유",,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,213,-,-,-,-,,,일본어뭐야알려줘,다르시스,-,실2,원더,골2,-,원더,원더,원더,256,-,-,-,-,-,-,Elma,,,5,5
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,133,-,-,-,,,않이,티스라오,골3,실1,원더,골3,골2,골3,골3,원더,원더,256,골3,-,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,151,-,-,-,,,임대인,티스라오,-,-,-,-,브3,실1,골3,골2,원더,256,골3,-,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,155,-,-,-,,,검은설,성검,-,-,-,골2,골1,골1,원더,골1,원더,256,원더,-,-,-,-,,,,31,28
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,156,-,-,-,,,DISTILL,엘스리드,-,실2,골3,골2,원더,원더,원더,원더,원더,256,원더,-,-,-,-,,,,8,8
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,186,-,-,-,,,똥디니,카콘시스,실3,골3,골1,원더,골2,원더,원더,원더,원더,256,골1,-,-,-,-,,,,8,8
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,198,-,-,-,,,샤브라니그두,티스라오,골3,원더,원더,골1,골1,골2,골1,원더,원더,256,원더,-,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,206,-,-,-,,,JACK,노센레이어,골3,골3,골3,골3,골3,골3,골2,골2,골2,256,원더,-,-,-,-,,,,64,62
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,142,-,-,,,가넷크로우,티스라오,원더,원더,원더,원더,-,원더,원더,원더,원더,원더,256,-,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,146,-,-,,,야마 도라,티스라오,실3,골3,골3,골3,골1,골1,골1,원더,원더,원더,256,-,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,161,-,-,,,장밋빛인생,카먼,골2,골2,골2,원더,원더,원더,원더,원더,원더,원더,256,원더,-,-,-,,,,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,163,-,-,,,힐줘,보르스레누,-,-,-,-,-,-,브3,골1,골3,원더,256,원더,-,-,-,,,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,246,-,-,,,쓰르라미,레이갈드,-,-,실3,골3,골2,원더,원더,원더,원더,원더,256,원더,-,-,-,,,미시인사이드,67,63
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,140,,,엑셀,이리스,-,-,-,-,-,-,-,-,-,골3,골3,골2,256,-,-,,,,2,2
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,151,,,HoT,이스카노,브2,실1,원더,원더,원더,원더,골2,골1,골1,골2,골2,원더,256,-,-,,,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,184,,,Dyn,칼자스,골3,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,,,,36,35
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,205,,,윤케,리그리아,골3,골3,골1,원더,골2,골3,원더,골3,골1,원더,원더,원더,256,-,-,"을꾸꾸, 윤케",,,19,18
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,130,-,,,천공의 궤적,카콘시스,골2,골3,골2,골1,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,,,,8,8
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,138,-,,,거친들짐승,보르스레누,-,-,-,-,-,-,-,-,골3,골2,원더,256,-,-,-,,,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,142,-,,,레전드마리,라카스,실2,골3,골1,골1,원더,원더,원더,원더,골2,골1,원더,256,-,-,-,,,,14,14
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,162,-,,,아맘개,벨제리아,실3,골3,골3,골2,골2,원더,골3,원더,-,원더,원더,256,-,-,-,,,,41,37
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,190,-,,,왕개2,레이갈드,골3,골1,골1,골2,골2,원더,원더,원더,원더,원더,골1,256,-,-,-,,계정 변경 왕개(S12),대한민국,67,63
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,197,-,,,고르곰13,노센레이어,골1,원더,골1,원더,원더,원더,원더,원더,골2,원더,원더,256,-,-,-,,,,64,62
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,198,-,,,LuciRis,보르스레누,-,-,-,-,-,-,골3,골1,골1,원더,원더,256,-,-,-,"Shoultz, LuciRis",,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,202,-,,,일향,티스라오,골2,골2,골3,-,골3,골2,골2,원더,원더,원더,원더,256,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,203,-,,,이슈티나,라카스,실2,골1,원더,골1,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,,,,14,14
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,221,-,,,하트시커,티스라오,실3,골2,원더,골2,골2,원더,원더,골3,원더,골3,골1,256,-,-,-,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,233,-,,,코드제네시스,노센레이어,실3,골3,골3,골3,골3,골1,골2,골1,골1,골2,원더,256,-,-,-,,,,64,62
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,244,-,,,효라딘,노센레이어,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,,,랑린이,64,62
736,1,694,"2,500",-,-,-,-,-,-,-,147,-,-,-,-,-,,,Syuni,성검,원더,골1,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,,,,31,28
736,1,694,"2,500",-,-,-,-,-,-,-,201,-,-,-,-,-,,,기맹수,레이갈드,-,실3,골3,골1,골1,골2,원더,256,-,-,-,-,-,-,-,,,대한민국,67,63
736,1,694,"2,500",-,-,-,-,-,-,-,208,-,-,-,-,-,,,악의공룡둘리,카먼,실3,골3,골1,골1,원더,원더,원더,256,-,-,-,-,-,-,-,,,,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,243,-,-,-,-,-,,,구르믈따라서,리그리아,원더,원더,원더,원더,원더,원더,원더,256,-,-,-,-,-,-,-,,,메이저,19,18
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,김팀장입니다,카먼,골3,골3,골3,-,골3,골1,골1,원더,골1,골2,골2,원더,원더,원더,256,,아야코,,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,간단하게살자,카먼,실2,실2,실1,골3,실1,골3,골3,골3,골3,골3,골3,골3,원더,원더,256,,아야코,,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,아야코,카먼,골2,골3,골1,원더,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,,,,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,곽정대협,보르스레누,-,-,-,-,-,-,실3,골3,골2,골1,골1,골1,원더,원더,256,,,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,아무르 티그로,발디아,골3,골3,골3,골1,원더,원더,원더,원더,원더,원더,골1,원더,원더,원더,256,,,고양이,33,31
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,라비엘 이반시아,티스라오,골2,골1,골2,실2,골3,원더,원더,골1,원더,골1,골2,원더,원더,원더,256,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,효준파워스피드,보르스레누,-,-,-,-,-,-,-,실3,실2,실1,골2,원더,원더,원더,256,,,달,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,J J J,레이갈드,골3,골2,-,-,-,-,골3,실1,골3,골3,골3,골3,골2,원더,256,,,랑린이,67,63
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,아기원숭이,보르스레누,-,-,-,-,-,-,-,골3,골3,골3,골2,원더,골1,원더,256,,,,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,엑셀러,카먼,골3,실3,골3,골3,골2,골2,골1,원더,원더,원더,원더,골1,골1,원더,256,,,알하자드,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,레온SP,티스라오,실2,실1,실3,-,-,골3,골3,실1,실1,원더,원더,골1,골1,원더,256,,,,265,248
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,클레이드,노센레이어,골3,골2,골3,골3,골3,골3,골2,골1,골3,골3,골3,원더,원더,원더,256,,,,64,62
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,주인니므,리그리아,-,-,-,-,-,-,-,-,-,-,-,실2,골3,원더,256,,,형귀헬스장,19,18
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,전기뱀장어,보르스레누,-,-,-,-,-,-,실2,골3,-,-,-,골3,원더,원더,256,,,달,6,6
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,나비다람쥐,카먼,골3,골3,골3,골3,골3,골2,골1,골1,원더,골1,원더,골1,원더,원더,256,,,다람쥐,109,102
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,내일도3등급,발디아,골2,-,골3,원더,원더,원더,원더,원더,원더,원더,골2,원더,원더,골3,256,,,형귀헬스장,33,31
736,1,694,"2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,누렁츄,티스라오,골3,원더,원더,골3,-,-,-,-,-,-,골3,골1,골3,골1,256,,,다람쥐,265,248
736,1,795,"2,000",131,-,-,-,-,-,-,-,-,-,-,-,-,,,비경의축복,칼자스,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,36,37
736,1,795,"2,000",133,-,-,-,-,-,-,-,-,-,-,-,-,,,센티펫,카콘시스,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,8,11
736,1,795,"2,000",134,-,-,-,-,-,-,-,-,-,-,-,-,,,상지FShQTX,레이갈드,256,실3,-,브2,-,실3,실1,실3,실3,실3,실3,-,-,-,-,"파랗, 상지",,,67,71
736,1,795,"2,000",136,-,-,-,-,-,-,-,-,-,-,-,-,,,핫식혜,라카스,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,14,17
736,1,795,"2,000",138,-,-,-,-,-,-,-,-,-,-,-,-,,,바사라단,노센레이어,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,64,70
736,1,795,"2,000",142,-,-,-,-,-,-,-,-,-,-,-,-,,,eqojszo,칼자스,256,원더,원더,원더,골3,-,-,-,-,-,-,-,-,-,-,,,,36,37
736,1,795,"2,000",145,-,-,-,-,-,-,-,-,-,-,-,-,,,빛깔롱,카먼,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109,117
